city,state_id,lat,lng,population,timezone,military
Lake of the Woods,IL,40.2048,-88.3732,2404,America/Chicago,False
Lockport,LA,29.6418,-90.5376,2404,America/Chicago,False
Junction,TX,30.4906,-99.7725,2404,America/Chicago,False
Spring Arbor,MI,42.2055,-84.5551,2402,America/Detroit,False
Marcus Hook,PA,39.8131,-75.4165,2402,America/New_York,False
Charlotte Park,FL,26.9031,-82.0486,2401,America/New_York,False
Thornton,IL,41.5711,-87.6187,2401,America/Chicago,False
Enfield,NC,36.1802,-77.6678,2399,America/New_York,False
Meyersdale,PA,39.8133,-79.0277,2399,America/New_York,False
North Seekonk,MA,41.8882,-71.3297,2398,America/New_York,False
Lordsburg,NM,32.3438,-108.7021,2398,America/Denver,False
El Portal,FL,25.8556,-80.1954,2398,America/New_York,False
East Dublin,GA,32.5468,-82.8675,2398,America/New_York,False
Sisseton,SD,45.6625,-97.0453,2398,America/Chicago,False
Lapel,IN,40.0334,-85.8407,2398,America/Indiana/Indianapolis,False
Campo Rico,PR,18.3371,-65.8974,2398,America/Puerto_Rico,False
Carrollton,IL,39.2948,-90.4062,2398,America/Chicago,False
Bolindale,OH,41.2089,-80.7784,2398,America/New_York,False
St. Ignace,MI,45.8695,-84.7255,2397,America/Detroit,False
Colonial Pine Hills,SD,44.0141,-103.3146,2396,America/Denver,False
Danville,AR,35.053,-93.3902,2393,America/Chicago,False
Hide-A-Way Lake,MS,30.574,-89.6419,2392,America/Chicago,False
Purvis,MS,31.145,-89.4054,2392,America/Chicago,False
Madison,NE,41.8283,-97.4568,2392,America/Chicago,False
Glasco,NY,42.0461,-73.9487,2391,America/New_York,False
Reed City,MI,43.8725,-85.5069,2391,America/Detroit,False
Mayflower,AR,34.9686,-92.4225,2391,America/Chicago,False
Hunter,TN,36.3978,-82.1511,2390,America/New_York,False
Mendenhall,MS,31.9609,-89.8692,2387,America/Chicago,False
Buckhorn,CA,38.4532,-120.5354,2387,America/Los_Angeles,False
Seneca,MO,36.8447,-94.6093,2387,America/Chicago,False
Wright-Patterson AFB,OH,39.8112,-84.0573,2387,America/New_York,True
Enon,OH,39.865,-83.9331,2386,America/New_York,False
Conneaut Lakeshore,PA,41.6272,-80.3102,2384,America/New_York,False
Hallowell,ME,44.2904,-69.8141,2381,America/New_York,False
Johnston,SC,33.8327,-81.8051,2381,America/New_York,False
New Miami,OH,39.4319,-84.5399,2381,America/New_York,False
Barranquitas,PR,18.1847,-66.3102,2381,America/Puerto_Rico,False
Virginia Gardens,FL,25.8095,-80.2974,2380,America/New_York,False
Susquehanna Depot,PA,41.9438,-75.6039,2380,America/New_York,False
Odell,OR,45.6354,-121.5522,2380,America/Los_Angeles,False
Icard,NC,35.7253,-81.4582,2380,America/New_York,False
Paden City,WV,39.6035,-80.9351,2379,America/New_York,False
Poland,OH,41.022,-80.6156,2378,America/New_York,False
Riverside,AL,33.6171,-86.2042,2377,America/Chicago,False
Harlem,FL,26.7325,-80.9518,2377,America/New_York,False
Craigsville,WV,38.3247,-80.645,2375,America/New_York,False
St. Bonifacius,MN,44.9054,-93.7476,2374,America/Chicago,False
Kimball,NE,41.2335,-103.6512,2373,America/Denver,False
Highspire,PA,40.2085,-76.7851,2373,America/New_York,False
Fruitland,NC,35.3928,-82.412,2373,America/New_York,False
Albion,IN,41.3966,-85.4187,2373,America/Indiana/Indianapolis,False
Mount Vernon,GA,32.1836,-82.5953,2371,America/New_York,False
Hickman,NE,40.6248,-96.6306,2371,America/Chicago,False
Decherd,TN,35.2156,-86.0756,2371,America/Chicago,False
Whidbey Island Station,WA,48.3387,-122.6616,2371,America/Los_Angeles,True
Calera,OK,33.9312,-96.4299,2370,America/Chicago,False
Dalworthington Gardens,TX,32.6936,-97.1565,2370,America/Chicago,False
Salado,TX,30.9462,-97.5281,2370,America/Chicago,False
Newton,TX,30.8502,-93.7537,2370,America/Chicago,False
Pine Canyon,CA,36.1757,-121.1498,2369,America/Los_Angeles,False
Ponder,TX,33.1775,-97.291,2369,America/Chicago,False
Chester,WV,40.6129,-80.5627,2369,America/New_York,False
Kinder,LA,30.4835,-92.8508,2368,America/Chicago,False
Horse Shoe,NC,35.3423,-82.5568,2368,America/New_York,False
Fife Heights,WA,47.2593,-122.3459,2368,America/Los_Angeles,False
Prague,OK,35.4997,-96.6999,2367,America/Chicago,False
Lake Heritage,PA,39.8098,-77.1854,2367,America/New_York,False
Lovell,WY,44.8357,-108.3919,2366,America/Denver,False
Chamberlain,SD,43.7861,-99.3269,2366,America/Chicago,False
Timmonsville,SC,34.1334,-79.9408,2366,America/New_York,False
Concordia,MO,38.9877,-93.5683,2366,America/Chicago,False
Pine Ridge,SC,33.9084,-81.0975,2366,America/New_York,False
Ashville,AL,33.8331,-86.2698,2365,America/Chicago,False
Henagar,AL,34.631,-85.7405,2363,America/Chicago,False
Riverside,NY,40.9093,-72.6699,2362,America/New_York,False
Good Hope,AL,34.1098,-86.8651,2362,America/Chicago,False
Matamoras,PA,41.3666,-74.6997,2362,America/New_York,False
Montague,MI,43.4128,-86.3636,2361,America/Detroit,False
Red Hill,PA,40.3771,-75.4838,2361,America/New_York,False
Dillingham,AK,59.055,-158.5379,2360,America/Anchorage,False
Rainbow,CA,33.4098,-117.1395,2360,America/Los_Angeles,False
Monroe,UT,38.6229,-112.1198,2358,America/Denver,False
New London,OH,41.0796,-82.4066,2358,America/New_York,False
Midland City,AL,31.3157,-85.4937,2358,America/Chicago,False
Walters,OK,34.3612,-98.3563,2358,America/Chicago,False
Brewster,WA,48.1015,-119.776,2357,America/Los_Angeles,False
Hinton,WV,37.6651,-80.8828,2357,America/New_York,False
East Brewton,AL,31.0906,-87.0556,2356,America/Chicago,False
Raceland,KY,38.5376,-82.7344,2355,America/New_York,False
Deep River Center,CT,41.3823,-72.4386,2354,America/New_York,False
Carleton,MI,42.0572,-83.3898,2354,America/Detroit,False
Iona,ID,43.527,-111.9309,2354,America/Boise,False
Crosslake,MN,46.6755,-94.0955,2354,America/Chicago,False
Llano Grande,TX,26.1309,-97.9687,2353,America/Chicago,False
Holiday Island,AR,36.4762,-93.7342,2353,America/Chicago,False
Gold Bar,WA,47.8563,-121.692,2352,America/Los_Angeles,False
McCormick,SC,33.9129,-82.2876,2352,America/New_York,False
Winfield,WV,38.5285,-81.8861,2352,America/New_York,False
Byesville,OH,39.9735,-81.5459,2352,America/New_York,False
Winamac,IN,41.0535,-86.6037,2351,America/Indiana/Winamac,False
Emsworth,PA,40.5112,-80.0965,2350,America/New_York,False
Crompond,NY,41.2908,-73.8357,2350,America/New_York,False
New Wilmington,PA,41.1174,-80.3323,2349,America/New_York,False
Wray,CO,40.0802,-102.2284,2349,America/Denver,False
East Jordan,MI,45.1547,-85.13,2348,America/Detroit,False
Lyman,MS,30.5044,-89.1348,2347,America/Chicago,False
Colorado City,CO,37.9365,-104.8459,2347,America/Denver,False
Oxford,GA,33.6277,-83.8721,2346,America/New_York,False
Moline Acres,MO,38.7456,-90.2429,2346,America/Chicago,False
Maxton,NC,34.7364,-79.3527,2346,America/New_York,False
Eureka,KS,37.8261,-96.2889,2346,America/Chicago,False
Hartshorne,OK,34.8389,-95.5585,2345,America/Chicago,False
Belgium,WI,43.5019,-87.8476,2345,America/Chicago,False
Emporium,PA,41.5102,-78.2363,2344,America/New_York,False
Leith-Hatfield,PA,39.8772,-79.7314,2344,America/New_York,False
Ely,IA,41.8753,-91.585,2343,America/Chicago,False
Hermann,MO,38.6983,-91.4342,2342,America/Chicago,False
La Salle,CO,40.3484,-104.7063,2342,America/Denver,False
East Bernard,TX,29.5241,-96.0622,2342,America/Chicago,False
Excelsior,MN,44.9025,-93.5663,2340,America/Chicago,False
Altamont,IL,39.057,-88.7474,2339,America/Chicago,False
Anahuac,TX,29.7649,-94.6787,2339,America/Chicago,False
West Sharyland,TX,26.2718,-98.3404,2338,America/Chicago,False
Neodesha,KS,37.4242,-95.6849,2338,America/Chicago,False
Hardinsburg,KY,37.7755,-86.4537,2338,America/Chicago,False
Belle Rose,LA,30.0422,-91.0498,2338,America/Chicago,False
Darlington,WI,42.6765,-90.1204,2337,America/Chicago,False
Brewster,NY,41.3969,-73.6151,2337,America/New_York,False
Mosheim,TN,36.1955,-82.9655,2337,America/New_York,False
Eastpoint,FL,29.7547,-84.8694,2336,America/New_York,False
Princeton Junction,NJ,40.3207,-74.6236,2336,America/New_York,False
Wofford Heights,CA,35.7127,-118.4732,2336,America/Los_Angeles,False
Olivia,MN,44.777,-94.9971,2335,America/Chicago,False
Mulino,OR,45.2235,-122.5616,2334,America/Los_Angeles,False
Olga,FL,26.7113,-81.695,2333,America/New_York,False
St. Paul,NE,41.214,-98.46,2333,America/Chicago,False
Shenandoah,VA,38.4875,-78.6171,2331,America/New_York,False
Rogue River,OR,42.4354,-123.1683,2331,America/Los_Angeles,False
Wheeler AFB,HI,21.4735,-158.0346,2331,Pacific/Honolulu,True
Lithonia,GA,33.7128,-84.106,2331,America/New_York,False
Sun Valley,PA,40.98,-75.4688,2330,America/New_York,False
Laurel Park,NC,35.3118,-82.5039,2330,America/New_York,False
Parkside,PA,39.8674,-75.378,2330,America/New_York,False
Cascade,IA,42.3018,-91.0047,2329,America/Chicago,False
Edgemont Park,MI,42.7468,-84.5926,2329,America/Detroit,False
Kensington,MD,39.0265,-77.0738,2329,America/New_York,False
McQueeney,TX,29.6,-98.0439,2328,America/Chicago,False
Dousman,WI,43.0088,-88.476,2328,America/Chicago,False
Abram,TX,26.2182,-98.4181,2328,America/Chicago,False
Green Level,NC,36.1233,-79.3461,2326,America/New_York,False
Shenorock,NY,41.3307,-73.7409,2325,America/New_York,False
Bridgetown,MS,34.8907,-89.9069,2325,America/Chicago,False
West Belmar,NJ,40.1707,-74.0376,2325,America/New_York,False
Winnsboro Mills,SC,34.3561,-81.0709,2324,America/New_York,False
Campbell,FL,28.2603,-81.4525,2323,America/New_York,False
Fairlawn,VA,37.1476,-80.5567,2322,America/New_York,False
Amboy,IL,41.7288,-89.3686,2321,America/Chicago,False
Antlers,OK,34.2325,-95.6214,2321,America/Chicago,False
Bethlehem,WV,40.0452,-80.6898,2321,America/New_York,False
Kershaw,SC,34.5462,-80.5872,2321,America/New_York,False
Weldon,CA,35.6431,-118.3103,2321,America/Los_Angeles,False
Lebanon South,PA,40.328,-76.4066,2320,America/New_York,False
South Paris,ME,44.219,-70.5113,2319,America/New_York,False
Kiln,MS,30.4171,-89.4322,2319,America/Chicago,False
Bath,MI,42.8202,-84.4546,2319,America/Detroit,False
Petersburg,IN,38.4919,-87.281,2317,America/Indiana/Petersburg,False
Pine Air,FL,26.6588,-80.1073,2317,America/New_York,False
Shawnee Hills,OH,39.6515,-83.7822,2316,America/New_York,False
Richgrove,CA,35.7966,-119.1069,2316,America/Los_Angeles,False
Flandreau,SD,44.0465,-96.5984,2316,America/Chicago,False
La Blanca,TX,26.3048,-98.0286,2316,America/Chicago,False
Liberty City,TX,32.4502,-94.9438,2315,America/Chicago,False
Marshfield Hills,MA,42.1487,-70.7315,2315,America/New_York,False
La Mesilla,NM,35.9461,-106.0719,2314,America/Denver,False
Riverview,DE,39.0293,-75.5202,2314,America/New_York,False
Portola,CA,39.8241,-120.4733,2313,America/Los_Angeles,False
Coal Creek,CO,39.9071,-105.3799,2313,America/Denver,False
Panhandle,TX,35.346,-101.3804,2312,America/Chicago,False
Hazen,ND,47.299,-101.626,2311,America/North_Dakota/Beulah,False
Anahola,HI,22.1455,-159.3151,2311,Pacific/Honolulu,False
Twain Harte,CA,38.0384,-120.234,2311,America/Los_Angeles,False
Wilberforce,OH,39.7151,-83.8848,2311,America/New_York,False
Ferrum,VA,36.9313,-80.0149,2310,America/New_York,False
Nedrow,NY,42.9779,-76.1417,2310,America/New_York,False
Mascot,TN,36.0673,-83.765,2310,America/New_York,False
Harrisburg,AR,35.5637,-90.7216,2309,America/Chicago,False
Churchill,OH,41.1692,-80.666,2309,America/New_York,False
Star Valley,AZ,34.2611,-111.2197,2308,America/Phoenix,False
Idalou,TX,33.6624,-101.6838,2308,America/Chicago,False
Navassa,NC,34.2831,-78.029,2306,America/New_York,False
Junction City,KY,37.5854,-84.7903,2306,America/New_York,False
West Union,IA,42.9588,-91.8132,2305,America/Chicago,False
Mason,TX,30.748,-99.2288,2305,America/Chicago,False
Hollandale,MS,33.1761,-90.8529,2304,America/Chicago,False
Whetstone,AZ,31.7011,-110.3398,2304,America/Phoenix,False
Burley,WA,47.4166,-122.6377,2304,America/Los_Angeles,False
Red Lodge,MT,45.1933,-109.2501,2303,America/Denver,False
Bronson,MI,41.8727,-85.1914,2303,America/Detroit,False
Fowler,IN,40.617,-87.3184,2302,America/Indiana/Indianapolis,False
Tool,TX,32.2803,-96.1725,2302,America/Chicago,False
Canton,MO,40.1295,-91.5266,2302,America/Chicago,False
Honaunau-Napoopoo,HI,19.4538,-155.8588,2300,Pacific/Honolulu,False
Milton,LA,30.1122,-92.071,2299,America/Chicago,False
Pequot Lakes,MN,46.5875,-94.2983,2299,America/Chicago,False
Hull,IA,43.1894,-96.1342,2299,America/Chicago,False
Anson,TX,32.755,-99.8962,2297,America/Chicago,False
Bridgeport,AL,34.9495,-85.7243,2297,America/Chicago,False
Wrightsville,PA,40.0239,-76.5311,2296,America/New_York,False
Old Saybrook Center,CT,41.2918,-72.3682,2296,America/New_York,False
Gibsonia,PA,40.6322,-79.9684,2296,America/New_York,False
Romoland,CA,33.7648,-117.1572,2295,America/Los_Angeles,False
Terrace Park,OH,39.1585,-84.3112,2295,America/New_York,False
Salmon Brook,CT,41.9567,-72.7931,2294,America/New_York,False
Orchard Hills,PA,40.5849,-79.5416,2294,America/New_York,False
Woodland Beach,MI,41.9418,-83.3141,2294,America/Detroit,False
Redington Shores,FL,27.8293,-82.8278,2293,America/New_York,False
Pine Ridge at Crestwood,NJ,39.9585,-74.3169,2293,America/New_York,False
Santo Domingo Pueblo,NM,35.5174,-106.367,2292,America/Denver,False
Lincoln Park,NY,41.9559,-74.0016,2291,America/New_York,False
Arnold,CA,38.2423,-120.3547,2291,America/Los_Angeles,False
Johnsonburg,PA,41.4913,-78.6791,2291,America/New_York,False
Weedpatch,CA,35.2369,-118.9123,2291,America/Los_Angeles,False
Clinton,MI,42.0699,-83.9687,2290,America/Detroit,False
Parsons,TN,35.6512,-88.1231,2290,America/Chicago,False
Gumlog,GA,34.4952,-83.0975,2287,America/New_York,False
Rainier,WA,46.8917,-122.6867,2287,America/Los_Angeles,False
Texanna,OK,35.3572,-95.5047,2286,America/Chicago,False
Croswell,MI,43.2736,-82.6177,2286,America/Detroit,False
Wellston,MO,38.675,-90.2941,2285,America/Chicago,False
Poth,TX,29.0726,-98.0809,2284,America/Chicago,False
Oceana,WV,37.6927,-81.6324,2284,America/New_York,False
Slippery Rock University,PA,41.0647,-80.0419,2284,America/New_York,False
Greenport West,NY,41.1022,-72.3759,2283,America/New_York,False
Sag Harbor,NY,40.997,-72.2892,2283,America/New_York,False
Ludowici,GA,31.7096,-81.7457,2283,America/New_York,False
Carnation,WA,47.6442,-121.9041,2282,America/Los_Angeles,False
Vernonia,OR,45.8611,-123.1834,2281,America/Los_Angeles,False
Boquerón,PR,18.034,-67.1715,2280,America/Puerto_Rico,False
Brice Prairie,WI,43.9375,-91.3074,2280,America/Chicago,False
Ina,IL,38.1499,-88.904,2279,America/Chicago,False
Hughesville,MD,38.5376,-76.7748,2279,America/New_York,False
Brogden,NC,35.2961,-78.025,2279,America/New_York,False
Trowbridge Park,MI,46.5565,-87.4417,2278,America/Detroit,False
East Sonora,CA,37.9777,-120.341,2278,America/Los_Angeles,False
North Spearfish,SD,44.5123,-103.8955,2278,America/Denver,False
Denmark,WI,44.3493,-87.8313,2277,America/Chicago,False
Carlin,NV,40.719,-116.108,2277,America/Los_Angeles,False
Alamo,TN,35.783,-89.1168,2277,America/Chicago,False
Cass City,MI,43.6007,-83.1767,2276,America/Detroit,False
Tazewell,TN,36.4625,-83.567,2276,America/New_York,False
Guin,AL,33.9832,-87.9023,2275,America/Chicago,False
Pablo,MT,47.6035,-114.1059,2274,America/Denver,False
Egypt,PA,40.6858,-75.5334,2273,America/New_York,False
Redfield,SD,44.8725,-98.5186,2273,America/Chicago,False
Sleepy Hollow,CA,38.012,-122.5877,2273,America/Los_Angeles,False
Oakhurst,OK,36.0828,-96.0641,2272,America/Chicago,False
Geistown,PA,40.2935,-78.8727,2271,America/New_York,False
Belcourt,ND,48.8417,-99.7447,2270,America/Chicago,False
Calabash,NC,33.8945,-78.5571,2270,America/New_York,False
Walton Hills,OH,41.3662,-81.5554,2269,America/New_York,False
Herington,KS,38.6863,-96.8667,2268,America/Chicago,False
Greensboro,AL,32.7014,-87.595,2268,America/Chicago,False
Brinckerhoff,NY,41.5511,-73.8696,2267,America/New_York,False
Quail Ridge,FL,28.3451,-82.5535,2267,America/New_York,False
Skyline Acres,OH,39.2276,-84.5665,2266,America/New_York,False
Mayer,MN,44.8868,-93.8904,2266,America/Chicago,False
Aguas Claras,PR,18.2447,-65.6662,2266,America/Puerto_Rico,False
Clearlake Oaks,CA,39.0218,-122.6593,2265,America/Los_Angeles,False
Center,CO,37.7512,-106.1105,2264,America/Denver,False
Fairdale,PA,39.8901,-79.968,2264,America/New_York,False
Rangely,CO,40.0861,-108.7794,2263,America/Denver,False
Fort Polk North,LA,31.1031,-93.1793,2263,America/Chicago,True
Belmond,IA,42.8466,-93.6084,2263,America/Chicago,False
Wilson-Conococheague,MD,39.653,-77.8306,2263,America/New_York,False
Durant,MS,33.0799,-89.8566,2262,America/Chicago,False
Utica,OH,40.2335,-82.441,2260,America/New_York,False
Tunica Resorts,MS,34.8298,-90.3218,2260,America/Chicago,False
Poplar-Cotton Center,CA,36.0564,-119.1493,2259,America/Los_Angeles,False
Waterloo,IN,41.4328,-85.0347,2259,America/Indiana/Indianapolis,False
West Wareham,MA,41.79,-70.755,2259,America/New_York,False
Mitchellville,IA,41.668,-93.3629,2258,America/Chicago,False
Zion,PA,40.9167,-77.6908,2258,America/New_York,False
Escatawpa,MS,30.4912,-88.5495,2257,America/Chicago,False
Spencer,IN,39.2862,-86.7726,2256,America/Indiana/Indianapolis,False
Splendora,TX,30.2324,-95.1616,2255,America/Chicago,False
Ogdensburg,NJ,41.0769,-74.5973,2255,America/New_York,False
Oak Hills,PA,40.8263,-79.9152,2255,America/New_York,False
Westby,WI,43.653,-90.8584,2255,America/Chicago,False
Alpha,NJ,40.6598,-75.1571,2255,America/New_York,False
Four Oaks,NC,35.4454,-78.4164,2254,America/New_York,False
Westmorland,CA,33.0389,-115.6223,2254,America/Los_Angeles,False
Oyster Bay Cove,NY,40.857,-73.5037,2254,America/New_York,False
Madelia,MN,44.0482,-94.4198,2254,America/Chicago,False
Aliceville,AL,33.1237,-88.1594,2254,America/Chicago,False
Honalo,HI,19.5787,-155.902,2254,Pacific/Honolulu,False
New Market,VA,38.6459,-78.6709,2253,America/New_York,False
Fredonia,WI,43.4715,-87.9489,2253,America/Chicago,False
Grove City,FL,26.9071,-82.3258,2253,America/New_York,False
Watsontown,PA,41.085,-76.8646,2252,America/New_York,False
Janesville,MN,44.1214,-93.7107,2252,America/Chicago,False
Tompkinsville,KY,36.7012,-85.6927,2252,America/Chicago,False
Meeker,CO,40.05,-107.8949,2252,America/Denver,False
Seneca,IL,41.3207,-88.5889,2251,America/Chicago,False
Aptos Hills-Larkin Valley,CA,36.9606,-121.8341,2251,America/Los_Angeles,False
Hunter,OH,39.4947,-84.2903,2251,America/New_York,False
Willamina,OR,45.0786,-123.4847,2250,America/Los_Angeles,False
Lamoni,IA,40.6202,-93.9307,2249,America/Chicago,False
Lakeside,MT,48.0182,-114.2274,2249,America/Denver,False
Los Prados,PR,18.233,-66.0619,2249,America/Puerto_Rico,False
Lineville,AL,33.313,-85.7508,2249,America/Chicago,False
Paia,HI,20.9062,-156.3678,2249,Pacific/Honolulu,False
Keokea,HI,20.7211,-156.3624,2248,Pacific/Honolulu,False
Falconer,NY,42.119,-79.1973,2247,America/New_York,False
Ferdinand,IN,38.2269,-86.8631,2247,America/Indiana/Vincennes,False
Lisbon,IA,41.9205,-91.3917,2247,America/Chicago,False
Spring Mount,PA,40.2755,-75.4651,2247,America/New_York,False
Colstrip,MT,45.8943,-106.628,2246,America/Denver,False
Shingletown,CA,40.5035,-121.86,2246,America/Los_Angeles,False
Fairmount,TN,35.1844,-85.3302,2245,America/Chicago,False
Los Llanos,PR,18.0579,-66.4092,2244,America/Puerto_Rico,False
Laughlin AFB,TX,29.3568,-100.7829,2244,America/Chicago,True
Leadville North,CO,39.26,-106.3112,2244,America/Denver,False
Franklinton,NC,36.1011,-78.4523,2241,America/New_York,False
Vista Center,NJ,40.1584,-74.3227,2241,America/New_York,False
Phoenix,NY,43.2316,-76.2961,2241,America/New_York,False
Lake Hamilton,AR,34.4269,-93.0887,2240,America/Chicago,False
La Porte City,IA,42.3138,-92.1914,2240,America/Chicago,False
Newtown,PA,40.229,-74.9324,2240,America/New_York,False
Winsted,MN,44.9574,-94.0498,2240,America/Chicago,False
Grand Canyon Village,AZ,36.0492,-112.1566,2239,America/Phoenix,False
York,AL,32.4998,-88.2938,2239,America/Chicago,False
Mulberry,NC,36.2257,-81.1653,2239,America/New_York,False
East Berwick,PA,41.0657,-76.2208,2239,America/New_York,False
Garfield,TX,30.1961,-97.5514,2239,America/Chicago,False
Plattsburg,MO,39.5644,-94.4615,2238,America/Chicago,False
Chesaning,MI,43.1851,-84.12,2238,America/Detroit,False
Royal City,WA,46.9019,-119.6208,2237,America/Los_Angeles,False
Westbrook Center,CT,41.2811,-72.4424,2237,America/New_York,False
La Fermina,PR,18.1744,-65.8527,2236,America/Puerto_Rico,False
Holden,MO,38.7136,-93.9895,2236,America/Chicago,False
West Dennis,MA,41.6666,-70.1656,2236,America/New_York,False
Jefferson,MD,39.3661,-77.5409,2235,America/New_York,False
Sugarcreek,OH,40.5076,-81.6409,2234,America/New_York,False
Oakwood,PA,41.0112,-80.3793,2233,America/New_York,False
Buchanan,NY,41.2643,-73.9465,2232,America/New_York,False
Jackson,KY,37.5589,-83.3782,2230,America/New_York,False
Park Falls,WI,45.9348,-90.4463,2230,America/Chicago,False
North Prairie,WI,42.9357,-88.4038,2228,America/Chicago,False
Hope,IN,39.2993,-85.766,2228,America/Indiana/Indianapolis,False
Drum Point,MD,38.3325,-76.4295,2227,America/New_York,False
Sky Valley,CA,33.8912,-116.3551,2227,America/Los_Angeles,False
Uniontown,AL,32.449,-87.4958,2227,America/Chicago,False
Weimar,TX,29.7,-96.7773,2226,America/Chicago,False
Guyton,GA,32.3408,-81.4226,2226,America/New_York,False
Sewall's Point,FL,27.1971,-80.1982,2226,America/New_York,False
Centerburg,OH,40.3039,-82.6979,2226,America/New_York,False
Columbia,CA,38.0333,-120.4097,2226,America/Los_Angeles,False
Elwood,IL,41.4118,-88.1347,2226,America/Chicago,False
Fredonia,KS,37.5328,-95.8223,2225,America/Chicago,False
Pulaski,NY,43.5653,-76.1267,2225,America/New_York,False
Southworth,WA,47.5126,-122.5298,2224,America/Los_Angeles,False
Brownsville,PA,40.0188,-79.891,2224,America/New_York,False
Farmington,IL,40.697,-90.0024,2223,America/Chicago,False
Hennessey,OK,36.1056,-97.8989,2223,America/Chicago,False
Mount Pleasant,NC,35.3771,-80.4497,2222,America/New_York,False
Dolan Springs,AZ,35.5905,-114.2852,2222,America/Phoenix,False
Boron,CA,35.0164,-117.6659,2221,America/Los_Angeles,False
Union,OR,45.2089,-117.8679,2221,America/Los_Angeles,False
North Eagle Butte,SD,45.0169,-101.2365,2220,America/Denver,False
Grenelefe,FL,28.0579,-81.5538,2220,America/New_York,False
Baldwin,LA,29.8388,-91.5522,2219,America/Chicago,False
Cleona,PA,40.3385,-76.477,2219,America/New_York,False
Henderson,GA,32.0103,-81.2656,2219,America/New_York,False
Lumberton,MS,31.0064,-89.4592,2218,America/Chicago,False
Gibbsboro,NJ,39.8332,-74.9657,2218,America/New_York,False
Woodsfield,OH,39.7631,-81.1169,2217,America/New_York,False
Central,TN,36.3289,-82.294,2217,America/New_York,False
Gates Mills,OH,41.5316,-81.41,2217,America/New_York,False
Cape Neddick,ME,43.1706,-70.622,2217,America/New_York,False
Fort Pierre,SD,44.368,-100.3831,2217,America/Chicago,False
San Felipe Pueblo,NM,35.4338,-106.425,2217,America/Denver,False
Soulsbyville,CA,37.9917,-120.2617,2216,America/Los_Angeles,False
Jonesville,NC,36.2336,-80.8351,2215,America/New_York,False
Jonesville,MI,41.9785,-84.6656,2215,America/Detroit,False
Amelia,LA,29.6645,-91.1072,2215,America/Chicago,False
Chesterland,OH,41.5213,-81.3363,2215,America/New_York,False
Oak Hill,FL,28.8784,-80.8351,2214,America/New_York,False
South Fulton,TN,36.4931,-88.8835,2214,America/Chicago,False
Eatonville,FL,28.6166,-81.3907,2213,America/New_York,False
Green Meadows,OH,39.8672,-83.9454,2213,America/New_York,False
Vincent,AL,33.3848,-86.4086,2213,America/Chicago,False
Magnolia,MS,31.1619,-90.467,2212,America/Chicago,False
Bridgman,MI,41.9396,-86.5652,2212,America/Detroit,False
New Llano,LA,31.097,-93.2767,2212,America/Chicago,False
Wenonah,NJ,39.7913,-75.1486,2212,America/New_York,False
Hudson,MI,41.8569,-84.3451,2210,America/Detroit,False
East Quincy,CA,39.9165,-120.9189,2210,America/Los_Angeles,False
Henry,IL,41.1172,-89.3569,2209,America/Chicago,False
Evarts,KY,36.8644,-83.1926,2209,America/New_York,False
Sterling,KS,38.2094,-98.2063,2209,America/Chicago,False
White River Junction,VT,43.6496,-72.3239,2209,America/New_York,False
Holyoke,CO,40.582,-102.2975,2208,America/Denver,False
West Terre Haute,IN,39.4638,-87.4506,2208,America/Indiana/Indianapolis,False
Hudson Bend,TX,30.4139,-97.928,2208,America/Chicago,False
Gaylord,MN,44.5555,-94.2123,2207,America/Chicago,False
South Pottstown,PA,40.2367,-75.6599,2207,America/New_York,False
Elmwood Place,OH,39.1855,-84.489,2207,America/New_York,False
Crimora,VA,38.1618,-78.8413,2207,America/New_York,False
Olimpo,PR,18.0026,-66.1094,2206,America/Puerto_Rico,False
Dry Ridge,KY,38.6837,-84.6006,2205,America/New_York,False
Liverpool,NY,43.1061,-76.2093,2204,America/New_York,False
Fox Lake Hills,IL,42.4128,-88.1271,2204,America/Chicago,False
Lake Village,AR,33.3299,-91.2847,2203,America/Chicago,False
North Plains,OR,45.5974,-122.9946,2203,America/Los_Angeles,False
Wynnewood,OK,34.6442,-97.1627,2203,America/Chicago,False
St. George,SC,33.186,-80.5794,2202,America/New_York,False
Shinnecock Hills,NY,40.8878,-72.4554,2202,America/New_York,False
Windham,OH,41.2375,-81.0373,2202,America/New_York,False
Cimarron,KS,37.8097,-100.3454,2201,America/Chicago,False
Long Valley,NJ,40.7826,-74.7777,2201,America/New_York,False
Cecil-Bishop,PA,40.3184,-80.1933,2201,America/New_York,False
Moorhead,MS,33.4494,-90.5063,2201,America/Chicago,False
Arthur,IL,39.7143,-88.4695,2200,America/Chicago,False
Lavonia,GA,34.434,-83.1081,2200,America/New_York,False
Lovettsville,VA,39.2736,-77.6399,2198,America/New_York,False
De Leon,TX,32.1114,-98.5351,2198,America/Chicago,False
Hawley,MN,46.877,-96.318,2198,America/Chicago,False
Madison Center,CT,41.2794,-72.6003,2197,America/New_York,False
Brewster Hill,NY,41.4228,-73.6069,2196,America/New_York,False
Valle Vista,AZ,35.4109,-113.8627,2195,America/Phoenix,False
Ball Ground,GA,34.3426,-84.3634,2195,America/New_York,False
Monserrate,PR,18.4367,-66.3579,2193,America/Puerto_Rico,False
Kingston,WA,47.8014,-122.4989,2193,America/Los_Angeles,False
